Timestamp,Command,Elapsed_Time_sec,CPU_Percent,Max_RSS_KB,User_Time_sec,System_Time_sec,Input_Size_MB,Output_Size_MB,Exit_Status
2025-12-08 21:38:48,"hisat2 -p 32 --dta -x 4_POST_PROCESSING/4b_Method_2_HISAT2_De_Novo/4_HISAT2_WD/index/Eggplant_V4.1_transcripts.function_index -1 2_TRIMMED_SRR/SRR3884686/SRR3884686_1_val_1.fq.gz -2 2_TRIMMED_SRR/SRR3884686/SRR3884686_2_val_2.fq.gz -S 4_POST_PROCESSING/4b_Method_2_HISAT2_De_Novo/4_HISAT2_WD/Eggplant_V4.1_transcripts.function/SRR3884686/SRR3884686_Eggplant_V4.1_transcripts.function_trimmed_mapped.sam",194.77,3144,2404324,5351.20,772.98,2789.90,11736.96,0
2025-12-08 21:42:55,"hisat2 -p 32 --dta -x 4_POST_PROCESSING/4b_Method_2_HISAT2_De_Novo/4_HISAT2_WD/index/Eggplant_V4.1_transcripts.function_index -1 2_TRIMMED_SRR/SRR3884687/SRR3884687_1_val_1.fq.gz -2 2_TRIMMED_SRR/SRR3884687/SRR3884687_2_val_2.fq.gz -S 4_POST_PROCESSING/4b_Method_2_HISAT2_De_Novo/4_HISAT2_WD/Eggplant_V4.1_transcripts.function/SRR3884687/SRR3884687_Eggplant_V4.1_transcripts.function_trimmed_mapped.sam",129.49,3133,2122664,3557.23,500.07,1830.79,7756.28,0
2025-12-08 21:45:25,"hisat2 -p 32 --dta -x 4_POST_PROCESSING/4b_Method_2_HISAT2_De_Novo/4_HISAT2_WD/index/Eggplant_V4.1_transcripts.function_index -1 2_TRIMMED_SRR/SRR3884597/SRR3884597_1_val_1.fq.gz -2 2_TRIMMED_SRR/SRR3884597/SRR3884597_2_val_2.fq.gz -S 4_POST_PROCESSING/4b_Method_2_HISAT2_De_Novo/4_HISAT2_WD/Eggplant_V4.1_transcripts.function/SRR3884597/SRR3884597_Eggplant_V4.1_transcripts.function_trimmed_mapped.sam",198.46,3160,2044840,5436.96,835.81,2910.19,11407.89,0
2025-12-08 21:49:26,"hisat2 -p 32 --dta -x 4_POST_PROCESSING/4b_Method_2_HISAT2_De_Novo/4_HISAT2_WD/index/Eggplant_V4.1_transcripts.function_index -1 2_TRIMMED_SRR/SRR3884679/SRR3884679_1_val_1.fq.gz -2 2_TRIMMED_SRR/SRR3884679/SRR3884679_2_val_2.fq.gz -S 4_POST_PROCESSING/4b_Method_2_HISAT2_De_Novo/4_HISAT2_WD/Eggplant_V4.1_transcripts.function/SRR3884679/SRR3884679_Eggplant_V4.1_transcripts.function_trimmed_mapped.sam",128.8,3128,2152424,3516.97,513.00,1985.42,8195.24,0
2025-12-08 21:52:06,"hisat2 -p 32 --dta -x 4_POST_PROCESSING/4b_Method_2_HISAT2_De_Novo/4_HISAT2_WD/index/Eggplant_V4.1_transcripts.function_index -1 2_TRIMMED_SRR/SRR3884608/SRR3884608_1_val_1.fq.gz -2 2_TRIMMED_SRR/SRR3884608/SRR3884608_2_val_2.fq.gz -S 4_POST_PROCESSING/4b_Method_2_HISAT2_De_Novo/4_HISAT2_WD/Eggplant_V4.1_transcripts.function/SRR3884608/SRR3884608_Eggplant_V4.1_transcripts.function_trimmed_mapped.sam",254.06,3151,2876408,6978.32,1029.57,3975.17,15812.01,0
2025-12-08 21:56:44,"hisat2 -p 32 --dta -x 4_POST_PROCESSING/4b_Method_2_HISAT2_De_Novo/4_HISAT2_WD/index/Eggplant_V4.1_transcripts.function_index -1 2_TRIMMED_SRR/SRR3884620/SRR3884620_1_val_1.fq.gz -2 2_TRIMMED_SRR/SRR3884620/SRR3884620_2_val_2.fq.gz -S 4_POST_PROCESSING/4b_Method_2_HISAT2_De_Novo/4_HISAT2_WD/Eggplant_V4.1_transcripts.function/SRR3884620/SRR3884620_Eggplant_V4.1_transcripts.function_trimmed_mapped.sam",209.18,3149,2329572,5760.47,827.23,3078.23,12086.33,0
2025-12-08 22:00:54,"hisat2 -p 32 --dta -x 4_POST_PROCESSING/4b_Method_2_HISAT2_De_Novo/4_HISAT2_WD/index/Eggplant_V4.1_transcripts.function_index -1 2_TRIMMED_SRR/SRR3884631/SRR3884631_1_val_1.fq.gz -2 2_TRIMMED_SRR/SRR3884631/SRR3884631_2_val_2.fq.gz -S 4_POST_PROCESSING/4b_Method_2_HISAT2_De_Novo/4_HISAT2_WD/Eggplant_V4.1_transcripts.function/SRR3884631/SRR3884631_Eggplant_V4.1_transcripts.function_trimmed_mapped.sam",213.1,3150,2602992,5870.83,842.55,3357.93,13164.01,0
2025-12-08 22:05:18,"hisat2 -p 32 --dta -x 4_POST_PROCESSING/4b_Method_2_HISAT2_De_Novo/4_HISAT2_WD/index/Eggplant_V4.1_transcripts.function_index -1 2_TRIMMED_SRR/SRR3884642/SRR3884642_1_val_1.fq.gz -2 2_TRIMMED_SRR/SRR3884642/SRR3884642_2_val_2.fq.gz -S 4_POST_PROCESSING/4b_Method_2_HISAT2_De_Novo/4_HISAT2_WD/Eggplant_V4.1_transcripts.function/SRR3884642/SRR3884642_Eggplant_V4.1_transcripts.function_trimmed_mapped.sam",277.86,3164,2611204,7703.46,1090.30,4060.66,16309.08,0
2025-12-08 22:14:59,"hisat2 -p 32 --dta -x 4_POST_PROCESSING/4b_Method_2_HISAT2_De_Novo/4_HISAT2_WD/index/Eggplant_V4.1_transcripts.function_index -1 2_TRIMMED_SRR/SRR3884664/SRR3884664_1_val_1.fq.gz -2 2_TRIMMED_SRR/SRR3884664/SRR3884664_2_val_2.fq.gz -S 4_POST_PROCESSING/4b_Method_2_HISAT2_De_Novo/4_HISAT2_WD/Eggplant_V4.1_transcripts.function/SRR3884664/SRR3884664_Eggplant_V4.1_transcripts.function_trimmed_mapped.sam",196.18,3148,2406372,5396.27,780.01,2829.97,11458.26,0
2025-12-08 22:18:54,"hisat2 -p 32 --dta -x 4_POST_PROCESSING/4b_Method_2_HISAT2_De_Novo/4_HISAT2_WD/index/Eggplant_V4.1_transcripts.function_index -1 2_TRIMMED_SRR/SRR3884680/SRR3884680_1_val_1.fq.gz -2 2_TRIMMED_SRR/SRR3884680/SRR3884680_2_val_2.fq.gz -S 4_POST_PROCESSING/4b_Method_2_HISAT2_De_Novo/4_HISAT2_WD/Eggplant_V4.1_transcripts.function/SRR3884680/SRR3884680_Eggplant_V4.1_transcripts.function_trimmed_mapped.sam",220.03,3161,2321320,6083.70,871.61,3263.13,13092.69,0
2025-12-08 22:23:12,"hisat2 -p 32 --dta -x 4_POST_PROCESSING/4b_Method_2_HISAT2_De_Novo/4_HISAT2_WD/index/Eggplant_V4.1_transcripts.function_index -1 2_TRIMMED_SRR/SRR3884681/SRR3884681_1_val_1.fq.gz -2 2_TRIMMED_SRR/SRR3884681/SRR3884681_2_val_2.fq.gz -S 4_POST_PROCESSING/4b_Method_2_HISAT2_De_Novo/4_HISAT2_WD/Eggplant_V4.1_transcripts.function/SRR3884681/SRR3884681_Eggplant_V4.1_transcripts.function_trimmed_mapped.sam",273.92,3159,2440164,7581.69,1073.34,4001.82,15620.04,0
2025-12-08 22:33:53,"hisat2 -p 32 --dta -x 4_POST_PROCESSING/4b_Method_2_HISAT2_De_Novo/4_HISAT2_WD/index/Eggplant_V4.1_transcripts.function_index -1 2_TRIMMED_SRR/SRR20722234/SRR20722234_1_val_1.fq.gz -2 2_TRIMMED_SRR/SRR20722234/SRR20722234_2_val_2.fq.gz -S 4_POST_PROCESSING/4b_Method_2_HISAT2_De_Novo/4_HISAT2_WD/Eggplant_V4.1_transcripts.function/SRR20722234/SRR20722234_Eggplant_V4.1_transcripts.function_trimmed_mapped.sam",0,0,0,0,0,10478.93,17719.98,1
2025-12-08 22:38:57,"hisat2 -p 32 --dta -x 4_POST_PROCESSING/4b_Method_2_HISAT2_De_Novo/4_HISAT2_WD/index/Eggplant_V4.1_transcripts.function_index -1 2_TRIMMED_SRR/SRR20722233/SRR20722233_1_val_1.fq.gz -2 2_TRIMMED_SRR/SRR20722233/SRR20722233_2_val_2.fq.gz -S 4_POST_PROCESSING/4b_Method_2_HISAT2_De_Novo/4_HISAT2_WD/Eggplant_V4.1_transcripts.function/SRR20722233/SRR20722233_Eggplant_V4.1_transcripts.function_trimmed_mapped.sam",0,0,0,0,0,9167.14,17719.98,1
2025-12-08 22:44:17,"hisat2 -p 32 --dta -x 4_POST_PROCESSING/4b_Method_2_HISAT2_De_Novo/4_HISAT2_WD/index/Eggplant_V4.1_transcripts.function_index -1 2_TRIMMED_SRR/SRR20722227/SRR20722227_1_val_1.fq.gz -2 2_TRIMMED_SRR/SRR20722227/SRR20722227_2_val_2.fq.gz -S 4_POST_PROCESSING/4b_Method_2_HISAT2_De_Novo/4_HISAT2_WD/Eggplant_V4.1_transcripts.function/SRR20722227/SRR20722227_Eggplant_V4.1_transcripts.function_trimmed_mapped.sam",0,0,0,0,0,9103.99,17719.98,1
2025-12-08 23:04:06,"hisat2 -p 32 --dta -x 4_POST_PROCESSING/4b_Method_2_HISAT2_De_Novo/4_HISAT2_WD/index/Eggplant_V4.1_transcripts.function_index -1 2_TRIMMED_SRR/SRR20722297/SRR20722297_1_val_1.fq.gz -2 2_TRIMMED_SRR/SRR20722297/SRR20722297_2_val_2.fq.gz -S 4_POST_PROCESSING/4b_Method_2_HISAT2_De_Novo/4_HISAT2_WD/Eggplant_V4.1_transcripts.function/SRR20722297/SRR20722297_Eggplant_V4.1_transcripts.function_trimmed_mapped.sam",0,0,0,0,0,9492.85,17719.96,1
2025-12-08 23:09:17,"hisat2 -p 32 --dta -x 4_POST_PROCESSING/4b_Method_2_HISAT2_De_Novo/4_HISAT2_WD/index/Eggplant_V4.1_transcripts.function_index -1 2_TRIMMED_SRR/SRR20722296/SRR20722296_1_val_1.fq.gz -2 2_TRIMMED_SRR/SRR20722296/SRR20722296_2_val_2.fq.gz -S 4_POST_PROCESSING/4b_Method_2_HISAT2_De_Novo/4_HISAT2_WD/Eggplant_V4.1_transcripts.function/SRR20722296/SRR20722296_Eggplant_V4.1_transcripts.function_trimmed_mapped.sam",0,0,0,0,0,4864.44,17719.96,1
2025-12-08 23:14:22,"hisat2 -p 32 --dta -x 4_POST_PROCESSING/4b_Method_2_HISAT2_De_Novo/4_HISAT2_WD/index/Eggplant_V4.1_transcripts.function_index -1 2_TRIMMED_SRR/SRR20722384/SRR20722384_1_val_1.fq.gz -2 2_TRIMMED_SRR/SRR20722384/SRR20722384_2_val_2.fq.gz -S 4_POST_PROCESSING/4b_Method_2_HISAT2_De_Novo/4_HISAT2_WD/Eggplant_V4.1_transcripts.function/SRR20722384/SRR20722384_Eggplant_V4.1_transcripts.function_trimmed_mapped.sam",0,0,0,0,0,12305.24,17719.96,1
2025-12-09 17:37:43,"hisat2 -p 32 --dta -x 4_POST_PROCESSING/4b_Method_2_HISAT2_De_Novo/4_HISAT2_WD/index/Eggplant_V4.1_transcripts.function_index -1 2_TRIMMED_SRR/SRR3884685/SRR3884685_1_val_1.fq.gz -2 2_TRIMMED_SRR/SRR3884685/SRR3884685_2_val_2.fq.gz -S 4_POST_PROCESSING/4b_Method_2_HISAT2_De_Novo/4_HISAT2_WD/Eggplant_V4.1_transcripts.function/SRR3884685/SRR3884685_Eggplant_V4.1_transcripts.function_trimmed_mapped.sam",49.64,3134,1252372,1363.96,192.28,2934.38,3823.98,1
2025-12-09 17:43:46,"hisat2 -p 32 --dta -x 4_POST_PROCESSING/4b_Method_2_HISAT2_De_Novo/4_HISAT2_WD/index/Eggplant_V4.1_transcripts.function_index -1 2_TRIMMED_SRR/SRR20722234/SRR20722234_1_val_1.fq.gz -2 2_TRIMMED_SRR/SRR20722234/SRR20722234_2_val_2.fq.gz -S 4_POST_PROCESSING/4b_Method_2_HISAT2_De_Novo/4_HISAT2_WD/Eggplant_V4.1_transcripts.function/SRR20722234/SRR20722234_Eggplant_V4.1_transcripts.function_trimmed_mapped.sam",717.18,3174,2653156,19902.39,2866.39,10478.93,45077.81,0
2025-12-09 17:57:56,"hisat2 -p 32 --dta -x 4_POST_PROCESSING/4b_Method_2_HISAT2_De_Novo/4_HISAT2_WD/index/Eggplant_V4.1_transcripts.function_index -1 2_TRIMMED_SRR/SRR20722233/SRR20722233_1_val_1.fq.gz -2 2_TRIMMED_SRR/SRR20722233/SRR20722233_2_val_2.fq.gz -S 4_POST_PROCESSING/4b_Method_2_HISAT2_De_Novo/4_HISAT2_WD/Eggplant_V4.1_transcripts.function/SRR20722233/SRR20722233_Eggplant_V4.1_transcripts.function_trimmed_mapped.sam",574.51,3170,3286952,15917.94,2295.99,9167.14,33046.68,0
2025-12-09 18:09:30,"hisat2 -p 32 --dta -x 4_POST_PROCESSING/4b_Method_2_HISAT2_De_Novo/4_HISAT2_WD/index/Eggplant_V4.1_transcripts.function_index -1 2_TRIMMED_SRR/SRR20722227/SRR20722227_1_val_1.fq.gz -2 2_TRIMMED_SRR/SRR20722227/SRR20722227_2_val_2.fq.gz -S 4_POST_PROCESSING/4b_Method_2_HISAT2_De_Novo/4_HISAT2_WD/Eggplant_V4.1_transcripts.function/SRR20722227/SRR20722227_Eggplant_V4.1_transcripts.function_trimmed_mapped.sam",554.39,3166,3159516,15369.49,2183.80,9103.99,32766.01,0
2025-12-09 18:21:00,"hisat2 -p 32 --dta -x 4_POST_PROCESSING/4b_Method_2_HISAT2_De_Novo/4_HISAT2_WD/index/Eggplant_V4.1_transcripts.function_index -1 2_TRIMMED_SRR/SRR20722229/SRR20722229_1_val_1.fq.gz -2 2_TRIMMED_SRR/SRR20722229/SRR20722229_2_val_2.fq.gz -S 4_POST_PROCESSING/4b_Method_2_HISAT2_De_Novo/4_HISAT2_WD/Eggplant_V4.1_transcripts.function/SRR20722229/SRR20722229_Eggplant_V4.1_transcripts.function_trimmed_mapped.sam",672.29,3170,4935652,18619.31,2695.39,11262.17,39945.30,0
2025-12-09 18:34:14,"hisat2 -p 32 --dta -x 4_POST_PROCESSING/4b_Method_2_HISAT2_De_Novo/4_HISAT2_WD/index/Eggplant_V4.1_transcripts.function_index -1 2_TRIMMED_SRR/SRR20722387/SRR20722387_1_val_1.fq.gz -2 2_TRIMMED_SRR/SRR20722387/SRR20722387_2_val_2.fq.gz -S 4_POST_PROCESSING/4b_Method_2_HISAT2_De_Novo/4_HISAT2_WD/Eggplant_V4.1_transcripts.function/SRR20722387/SRR20722387_Eggplant_V4.1_transcripts.function_trimmed_mapped.sam",728.74,3173,3462108,20242.08,2882.42,11516.52,43340.08,0
2025-12-09 18:48:27,"hisat2 -p 32 --dta -x 4_POST_PROCESSING/4b_Method_2_HISAT2_De_Novo/4_HISAT2_WD/index/Eggplant_V4.1_transcripts.function_index -1 2_TRIMMED_SRR/SRR3884597/SRR3884597_1_val_1.fq.gz -2 2_TRIMMED_SRR/SRR3884597/SRR3884597_2_val_2.fq.gz -S 4_POST_PROCESSING/4b_Method_2_HISAT2_De_Novo/4_HISAT2_WD/Eggplant_V4.1_transcripts.function/SRR3884597/SRR3884597_Eggplant_V4.1_transcripts.function_trimmed_mapped.sam",199.44,3151,2049960,5511.94,773.73,2910.19,11407.89,0
2025-12-09 18:52:18,"hisat2 -p 32 --dta -x 4_POST_PROCESSING/4b_Method_2_HISAT2_De_Novo/4_HISAT2_WD/index/Eggplant_V4.1_transcripts.function_index -1 2_TRIMMED_SRR/SRR20722297/SRR20722297_1_val_1.fq.gz -2 2_TRIMMED_SRR/SRR20722297/SRR20722297_2_val_2.fq.gz -S 4_POST_PROCESSING/4b_Method_2_HISAT2_De_Novo/4_HISAT2_WD/Eggplant_V4.1_transcripts.function/SRR20722297/SRR20722297_Eggplant_V4.1_transcripts.function_trimmed_mapped.sam",708.1,3170,3616768,19683.30,2768.65,9492.85,43292.67,0
2025-12-09 19:06:18,"hisat2 -p 32 --dta -x 4_POST_PROCESSING/4b_Method_2_HISAT2_De_Novo/4_HISAT2_WD/index/Eggplant_V4.1_transcripts.function_index -1 2_TRIMMED_SRR/SRR20722296/SRR20722296_1_val_1.fq.gz -2 2_TRIMMED_SRR/SRR20722296/SRR20722296_2_val_2.fq.gz -S 4_POST_PROCESSING/4b_Method_2_HISAT2_De_Novo/4_HISAT2_WD/Eggplant_V4.1_transcripts.function/SRR20722296/SRR20722296_Eggplant_V4.1_transcripts.function_trimmed_mapped.sam",361.99,3163,2922460,10015.17,1434.77,4864.44,22468.99,0
2025-12-09 19:13:55,"hisat2 -p 32 --dta -x 4_POST_PROCESSING/4b_Method_2_HISAT2_De_Novo/4_HISAT2_WD/index/Eggplant_V4.1_transcripts.function_index -1 2_TRIMMED_SRR/SRR20722384/SRR20722384_1_val_1.fq.gz -2 2_TRIMMED_SRR/SRR20722384/SRR20722384_2_val_2.fq.gz -S 4_POST_PROCESSING/4b_Method_2_HISAT2_De_Novo/4_HISAT2_WD/Eggplant_V4.1_transcripts.function/SRR20722384/SRR20722384_Eggplant_V4.1_transcripts.function_trimmed_mapped.sam",753.51,3171,4259840,20903.64,2994.90,12305.24,46040.15,0
2025-12-09 19:28:52,"hisat2 -p 32 --dta -x 4_POST_PROCESSING/4b_Method_2_HISAT2_De_Novo/4_HISAT2_WD/index/Eggplant_V4.1_transcripts.function_index -1 2_TRIMMED_SRR/SRR31755282/SRR31755282_1_val_1.fq.gz -2 2_TRIMMED_SRR/SRR31755282/SRR31755282_2_val_2.fq.gz -S 4_POST_PROCESSING/4b_Method_2_HISAT2_De_Novo/4_HISAT2_WD/Eggplant_V4.1_transcripts.function/SRR31755282/SRR31755282_Eggplant_V4.1_transcripts.function_trimmed_mapped.sam",277.62,3156,2580476,7666.55,1097.73,2804.12,19517.53,0
